TOURNAMENT INFORMATION,,,,,,,,,,MATCH INFORMATION,,,,,,,,,,,STATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATASET,TOURNAMENT ID,TOURNAMENT NAME,TOURNAMENT YEAR,TOURNAMENT START DATE,GENDER,TOURNAMENT SIZE,SURFACE,GROUND,BEST OF,MATCH ID,MATCH DATE,ROUND,MATCH STATUS,PLAYER NUM,PLAYER ID,PLAYER NAME,PLAYER RANK,MONEYLINE US,SET,SET NUMBER,PLAYER WINNER NUM,RESULT,SERVICE GAMES WON,SERVICE GAMES,% OF SERVICE GAMES WON ,RETURN GAMES WON,RETURN GAMES,% OF RETURN GAMES WON ,TOTAL GAMES WON,TOTAL GAMES,% OF TOTAL GAMES WON ,ACES,ACE %,DOUBLE FAULTS,DOUBLE FAULT %,SERVICE POINTS,SERVICE POINTS WON,% OF SERVICE POINTS WON,RETURN POINTS WON,RETURN POINTS,% OF RETURN POINTS WON,TOTAL POINTS WON,TOTAL POINTS,% OF TOTAL POINTS WON,% OF FIRST SERVICES IN,FIRST SERVICE POINTS WON,FIRST SERVICES IN,% OF FIRST SERVICE POINTS WON,SECOND SERVICE POINTS WON,SECOND SERVICES IN,% OF SECOND SERVICE POINTS WON,BREAK POINTS SAVED,BREAK POINTS ALLOWED,% OF BREAK POINTS SAVED,BREAK POINTS WON,BREAK POINTS CREATED,% OF BREAK POINTS WON,FIRST RETURN POINTS WON,FIRST RETURN POINTS,% OF FIRST RETURN POINTS WON,SECOND RETURN POINTS WON,SECOND RETURN POINTS,% OF SECOND RETURN POINTS WON,MAX GAMES WON IN ROW,MAX POINTS WON IN ROW
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-031,01/16/2023,R128,Finished,2,200736,Rinky Hijikata,169,,set 2,2,1,LOSE,3,5,0.600,1,5,0.200,4,10,0.400,3,0.111,0,0.000,27,15,0.556,8,27,0.296,23,54,0.426,0.704,10,19,0.526,5,8,0.625,2,4,0.500,1,3,0.333,6,17,0.353,2,10,0.200,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-031,01/16/2023,R128,Finished,1,200224,Yannick Hanfmann,128,,set 3,3,2,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,4,0.182,0,0.000,22,13,0.591,13,38,0.342,26,60,0.433,0.727,12,16,0.750,1,6,0.167,0,1,0.000,0,2,0.000,6,26,0.231,7,12,0.583,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-031,01/16/2023,R128,Finished,2,200736,Rinky Hijikata,169,,set 3,3,2,WIN,5,5,1.000,1,4,0.250,6,9,0.667,2,0.053,0,0.000,38,25,0.658,9,22,0.409,34,60,0.567,0.684,20,26,0.769,5,12,0.417,2,2,1.000,1,1,1.000,4,16,0.250,5,6,0.833,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-031,01/16/2023,R128,Finished,1,200224,Yannick Hanfmann,128,,set 4,4,2,LOSE,6,6,1.000,0,6,0.000,6,12,0.500,5,0.104,1,0.021,48,31,0.646,14,46,0.304,45,94,0.479,0.562,19,27,0.704,12,21,0.571,2,2,1.000,0,1,0.000,4,30,0.133,10,16,0.625,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-031,01/16/2023,R128,Finished,2,200736,Rinky Hijikata,169,,set 4,4,2,WIN,6,6,1.000,0,6,0.000,6,12,0.500,4,0.087,3,0.065,46,32,0.696,17,48,0.354,49,94,0.521,0.652,26,30,0.867,6,16,0.375,1,1,1.000,0,2,0.000,8,27,0.296,9,21,0.429,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-031,01/16/2023,R128,Finished,1,200224,Yannick Hanfmann,128,,set 5,5,2,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,4,0.160,1,0.040,25,16,0.640,15,43,0.349,31,68,0.456,0.680,15,17,0.882,1,8,0.125,2,3,0.667,0,3,0.000,7,28,0.250,8,15,0.533,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-031,01/16/2023,R128,Finished,2,200736,Rinky Hijikata,169,,set 5,5,2,WIN,5,5,1.000,1,4,0.250,6,9,0.667,4,0.093,1,0.023,43,28,0.651,9,25,0.360,37,68,0.544,0.651,21,28,0.750,7,15,0.467,3,3,1.000,1,3,0.333,2,17,0.118,7,8,0.875,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-032,01/16/2023,R128,Finished,1,200363,Yosuke Watanuki,138,,set 1,1,1,WIN,4,4,1.000,2,5,0.400,6,9,0.667,3,0.143,1,0.048,21,16,0.762,12,26,0.462,28,47,0.596,0.571,11,12,0.917,5,9,0.556,0,0,0.000,2,2,1.000,6,16,0.375,6,10,0.600,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-032,01/16/2023,R128,Finished,2,200467,Arthur Rinderknech,59,,set 1,1,1,LOSE,3,5,0.600,0,4,0.000,3,9,0.333,1,0.038,1,0.038,26,14,0.538,5,21,0.238,19,47,0.404,0.615,10,16,0.625,4,10,0.400,0,2,0.000,0,0,0.000,1,12,0.083,4,9,0.444,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-032,01/16/2023,R128,Finished,1,200363,Yosuke Watanuki,138,,set 2,2,1,WIN,5,5,1.000,1,4,0.250,6,9,0.667,5,0.192,1,0.038,26,20,0.769,6,21,0.286,26,47,0.553,0.615,14,16,0.875,6,10,0.600,0,0,0.000,1,4,0.250,4,12,0.333,2,9,0.222,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-032,01/16/2023,R128,Finished,2,200467,Arthur Rinderknech,59,,set 2,2,1,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,3,0.143,0,0.000,21,15,0.714,6,26,0.231,21,47,0.447,0.571,8,12,0.667,7,9,0.778,3,4,0.750,0,0,0.000,2,16,0.125,4,10,0.400,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-032,01/16/2023,R128,Finished,1,200363,Yosuke Watanuki,138,,set 3,3,1,WIN,4,4,1.000,2,4,0.500,6,8,0.750,2,0.080,2,0.080,25,17,0.680,14,29,0.483,31,54,0.574,0.760,15,19,0.789,2,6,0.333,0,0,0.000,2,7,0.286,6,19,0.316,8,10,0.800,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-032,01/16/2023,R128,Finished,2,200467,Arthur Rinderknech,59,,set 3,3,1,LOSE,2,4,0.500,0,4,0.000,2,8,0.250,4,0.138,3,0.103,29,15,0.517,8,25,0.320,23,54,0.426,0.655,13,19,0.684,2,10,0.200,5,7,0.714,0,0,0.000,4,19,0.211,4,6,0.667,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-033,01/17/2023,R128,Finished,1,200384,Alejandro Davidovich Fokina,32,,set 1,1,1,WIN,3,3,1.000,3,3,1.000,6,6,1.000,1,0.053,0,0.000,19,14,0.737,11,20,0.550,29,39,0.744,0.579,7,11,0.636,7,8,0.875,0,0,0.000,3,5,0.600,6,10,0.600,9,10,0.900,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-033,01/17/2023,R128,Finished,2,200116,Alexander Bublik,36,,set 1,1,1,LOSE,0,3,0.000,0,3,0.000,0,6,0.000,1,0.050,4,0.200,20,9,0.450,5,19,0.263,10,39,0.256,0.500,4,10,0.400,1,10,0.100,2,5,0.400,0,0,0.000,4,11,0.364,1,8,0.125,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-033,01/17/2023,R128,Finished,1,200384,Alejandro Davidovich Fokina,32,,set 2,2,2,LOSE,6,6,1.000,0,6,0.000,6,12,0.500,4,0.114,0,0.000,35,26,0.743,10,40,0.250,37,75,0.493,0.743,21,26,0.808,5,9,0.556,0,0,0.000,0,1,0.000,6,23,0.261,5,17,0.294,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-033,01/17/2023,R128,Finished,2,200116,Alexander Bublik,36,,set 2,2,2,WIN,6,6,1.000,0,6,0.000,6,12,0.500,6,0.150,1,0.025,40,30,0.750,9,35,0.257,38,75,0.507,0.575,17,23,0.739,12,17,0.706,1,1,1.000,0,0,0.000,5,26,0.192,4,9,0.444,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-033,01/17/2023,R128,Finished,1,200384,Alejandro Davidovich Fokina,32,,set 3,3,2,LOSE,2,4,0.500,1,5,0.200,3,9,0.333,0,0.000,0,0.000,24,13,0.542,5,29,0.172,22,53,0.415,0.667,10,16,0.625,3,8,0.375,2,4,0.500,1,5,0.200,1,11,0.091,8,18,0.444,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-033,01/17/2023,R128,Finished,2,200116,Alexander Bublik,36,,set 3,3,2,WIN,4,5,0.800,2,4,0.500,6,9,0.667,4,0.138,4,0.138,29,24,0.828,11,24,0.458,31,53,0.585,0.379,10,11,0.909,10,18,0.556,4,5,0.800,2,4,0.500,6,16,0.375,5,8,0.625,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-033,01/17/2023,R128,Finished,1,200384,Alejandro Davidovich Fokina,32,,set 4,4,1,WIN,5,5,1.000,1,5,0.200,6,10,0.600,2,0.062,2,0.062,32,24,0.750,6,24,0.250,30,56,0.536,0.750,18,24,0.750,4,8,0.500,2,2,1.000,1,1,1.000,1,14,0.071,7,10,0.700,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-033,01/17/2023,R128,Finished,2,200116,Alexander Bublik,36,,set 4,4,1,LOSE,4,5,0.800,0,5,0.000,4,10,0.400,2,0.083,2,0.083,24,18,0.750,8,32,0.250,26,56,0.464,0.583,13,14,0.929,3,10,0.300,0,1,0.000,0,2,0.000,6,24,0.250,4,8,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-033,01/17/2023,R128,Finished,1,200384,Alejandro Davidovich Fokina,32,,set 5,5,1,WIN,5,5,1.000,1,4,0.250,6,9,0.667,0,0.000,1,0.036,28,21,0.750,3,23,0.130,28,51,0.549,0.679,13,19,0.684,7,9,0.778,0,0,0.000,1,1,1.000,2,16,0.125,6,7,0.857,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-033,01/17/2023,R128,Finished,2,200116,Alexander Bublik,36,,set 5,5,1,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,7,0.304,5,0.217,23,20,0.870,7,28,0.250,23,51,0.451,0.696,14,16,0.875,1,7,0.143,0,1,0.000,0,0,0.000,6,19,0.316,2,9,0.222,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-034,01/17/2023,R128,Finished,1,200118,Andrey Rublev,6,,set 1,1,1,WIN,5,5,1.000,1,4,0.250,6,9,0.667,2,0.069,0,0.000,29,21,0.724,9,24,0.375,30,53,0.566,0.690,17,20,0.850,4,9,0.444,0,0,0.000,1,2,0.500,4,14,0.286,5,10,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-034,01/17/2023,R128,Finished,2,200093,Dominic Thiem,98,,set 1,1,1,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,3,0.125,0,0.000,24,15,0.625,8,29,0.276,23,53,0.434,0.583,10,14,0.714,5,10,0.500,1,2,0.500,0,0,0.000,3,20,0.150,5,9,0.556,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-034,01/17/2023,R128,Finished,1,200118,Andrey Rublev,6,,set 2,2,1,WIN,5,5,1.000,1,5,0.200,6,10,0.600,3,0.086,2,0.057,35,24,0.686,15,36,0.417,39,71,0.549,0.600,17,21,0.810,7,14,0.500,2,2,1.000,1,6,0.167,9,21,0.429,6,15,0.400,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-034,01/17/2023,R128,Finished,2,200093,Dominic Thiem,98,,set 2,2,1,LOSE,4,5,0.800,0,5,0.000,4,10,0.400,0,0.000,0,0.000,36,21,0.583,11,35,0.314,32,71,0.451,0.583,12,21,0.571,9,15,0.600,5,6,0.833,0,2,0.000,4,21,0.190,7,14,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-034,01/17/2023,R128,Finished,1,200118,Andrey Rublev,6,,set 3,3,1,WIN,4,4,1.000,2,4,0.500,6,8,0.750,2,0.083,1,0.042,24,16,0.667,13,28,0.464,29,52,0.558,0.750,14,18,0.778,2,6,0.333,0,0,0.000,2,8,0.250,9,17,0.529,4,11,0.364,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-034,01/17/2023,R128,Finished,2,200093,Dominic Thiem,98,,set 3,3,1,LOSE,2,4,0.500,0,4,0.000,2,8,0.250,1,0.036,0,0.000,28,15,0.536,8,24,0.333,23,52,0.442,0.607,8,17,0.471,7,11,0.636,6,8,0.750,0,0,0.000,4,18,0.222,4,6,0.667,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-035,01/17/2023,R128,Finished,1,200861,Ben Shelton,89,,set 1,1,2,LOSE,4,5,0.800,0,5,0.000,4,10,0.400,5,0.161,1,0.032,31,21,0.677,5,25,0.200,25,56,0.446,0.613,14,19,0.737,6,12,0.500,2,3,0.667,0,0,0.000,2,19,0.105,3,6,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-035,01/17/2023,R128,Finished,2,200297,Zhizhen Zhang,96,,set 1,1,2,WIN,5,5,1.000,1,5,0.200,6,10,0.600,5,0.200,0,0.000,25,20,0.800,10,31,0.323,31,56,0.554,0.760,17,19,0.895,3,6,0.500,0,0,0.000,1,3,0.333,5,19,0.263,6,12,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-035,01/17/2023,R128,Finished,1,200861,Ben Shelton,89,,set 2,2,1,WIN,5,5,1.000,1,4,0.250,6,9,0.667,5,0.167,4,0.133,30,27,0.900,10,29,0.345,35,59,0.593,0.600,16,18,0.889,7,12,0.583,1,1,1.000,1,2,0.500,5,17,0.294,7,12,0.583,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-035,01/17/2023,R128,Finished,2,200297,Zhizhen Zhang,96,,set 2,2,1,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,1,0.034,2,0.069,29,19,0.655,3,30,0.100,24,59,0.407,0.586,12,17,0.706,5,12,0.417,1,2,0.500,0,1,0.000,2,18,0.111,5,12,0.417,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-035,01/17/2023,R128,Finished,1,200861,Ben Shelton,89,,set 3,3,1,WIN,4,4,1.000,2,4,0.500,6,8,0.750,4,0.235,0,0.000,17,16,0.941,14,28,0.500,30,45,0.667,0.647,10,11,0.909,6,6,1.000,0,0,0.000,2,2,1.000,5,16,0.312,9,12,0.750,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-035,01/17/2023,R128,Finished,2,200297,Zhizhen Zhang,96,,set 3,3,1,LOSE,2,4,0.500,0,4,0.000,2,8,0.250,2,0.071,0,0.000,28,14,0.500,1,17,0.059,15,45,0.333,0.571,11,16,0.688,3,12,0.250,0,2,0.000,0,0,0.000,1,11,0.091,0,6,0.000,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-035,01/17/2023,R128,Finished,1,200861,Ben Shelton,89,,set 4,4,2,LOSE,2,4,0.500,0,4,0.000,2,8,0.250,0,0.000,1,0.043,23,13,0.565,6,24,0.250,18,47,0.383,0.435,7,10,0.700,5,13,0.385,1,3,0.333,0,2,0.000,2,15,0.133,4,9,0.444,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-035,01/17/2023,R128,Finished,2,200297,Zhizhen Zhang,96,,set 4,4,2,WIN,4,4,1.000,2,4,0.500,6,8,0.750,1,0.042,0,0.000,24,18,0.750,10,23,0.435,29,47,0.617,0.625,13,15,0.867,5,9,0.556,2,2,1.000,2,3,0.667,3,10,0.300,8,13,0.615,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-035,01/17/2023,R128,Finished,1,200861,Ben Shelton,89,,set 5,5,1,WIN,6,6,1.000,0,6,0.000,6,12,0.500,4,0.095,2,0.048,42,33,0.786,14,43,0.326,45,85,0.529,0.548,19,23,0.826,12,19,0.632,1,1,1.000,0,0,0.000,8,27,0.296,6,16,0.375,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-035,01/17/2023,R128,Finished,2,200297,Zhizhen Zhang,96,,set 5,5,1,LOSE,6,6,1.000,0,6,0.000,6,12,0.500,3,0.070,0,0.000,43,29,0.674,9,42,0.214,40,85,0.471,0.628,19,27,0.704,10,16,0.625,0,0,0.000,0,1,0.000,4,23,0.174,7,19,0.368,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-036,01/17/2023,R128,Finished,1,200099,Christopher O'connell,80,,set 1,1,1,WIN,5,5,1.000,1,4,0.250,6,9,0.667,3,0.107,0,0.000,28,21,0.750,7,22,0.318,28,50,0.560,0.643,14,18,0.778,8,12,0.667,2,2,1.000,1,1,1.000,2,12,0.167,4,8,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-036,01/17/2023,R128,Finished,2,200371,Jenson Brooksby,39,,set 1,1,1,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,1,0.045,0,0.000,22,15,0.682,7,28,0.250,22,50,0.440,0.545,10,12,0.833,4,8,0.500,0,1,0.000,0,2,0.000,4,18,0.222,4,12,0.333,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-036,01/17/2023,R128,Finished,1,200099,Christopher O'connell,80,,set 2,2,2,LOSE,2,4,0.500,0,4,0.000,2,8,0.250,3,0.136,1,0.045,22,11,0.500,11,31,0.355,22,53,0.415,0.591,8,13,0.615,3,9,0.333,0,2,0.000,0,1,0.000,7,22,0.318,4,9,0.444,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-036,01/17/2023,R128,Finished,2,200371,Jenson Brooksby,39,,set 2,2,2,WIN,4,4,1.000,2,4,0.500,6,8,0.750,2,0.065,2,0.065,31,20,0.645,11,22,0.500,31,53,0.585,0.710,15,22,0.682,5,9,0.556,1,1,1.000,2,2,1.000,5,13,0.385,6,9,0.667,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-036,01/17/2023,R128,Finished,1,200099,Christopher O'connell,80,,set 3,3,2,LOSE,3,4,0.750,0,5,0.000,3,9,0.333,2,0.091,2,0.091,22,14,0.636,9,30,0.300,23,52,0.442,0.545,9,12,0.750,5,10,0.500,1,2,0.500,0,2,0.000,5,20,0.250,4,10,0.400,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-036,01/17/2023,R128,Finished,2,200371,Jenson Brooksby,39,,set 3,3,2,WIN,5,5,1.000,1,4,0.250,6,9,0.667,4,0.133,0,0.000,30,21,0.700,8,22,0.364,29,52,0.558,0.667,15,20,0.750,6,10,0.600,2,2,1.000,1,2,0.500,3,12,0.250,5,10,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-036,01/17/2023,R128,Finished,1,200099,Christopher O'connell,80,,set 4,4,2,LOSE,2,4,0.500,0,4,0.000,2,8,0.250,0,0.000,1,0.033,30,14,0.467,5,22,0.227,19,52,0.365,0.467,5,14,0.357,9,16,0.562,3,5,0.600,0,1,0.000,2,14,0.143,3,8,0.375,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-036,01/17/2023,R128,Finished,2,200371,Jenson Brooksby,39,,set 4,4,2,WIN,4,4,1.000,2,4,0.500,6,8,0.750,2,0.091,0,0.000,22,17,0.773,16,30,0.533,33,52,0.635,0.636,12,14,0.857,5,8,0.625,1,1,1.000,2,5,0.400,9,14,0.643,7,16,0.438,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-037,01/17/2023,R128,Finished,1,200374,Chun Hsin Tseng,115,,set 1,1,1,WIN,5,5,1.000,1,5,0.200,6,10,0.600,1,0.026,2,0.051,39,25,0.641,7,25,0.280,32,64,0.500,0.590,17,23,0.739,8,16,0.500,4,4,1.000,1,2,0.500,4,19,0.211,3,6,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-037,01/17/2023,R128,Finished,2,200311,Alexei Popyrin,113,,set 1,1,1,LOSE,4,5,0.800,0,5,0.000,4,10,0.400,4,0.160,1,0.040,25,18,0.720,14,39,0.359,32,64,0.500,0.760,15,19,0.789,3,6,0.500,1,2,0.500,0,4,0.000,6,23,0.261,8,16,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-037,01/17/2023,R128,Finished,1,200374,Chun Hsin Tseng,115,,set 2,2,2,LOSE,6,6,1.000,0,6,0.000,6,12,0.500,0,0.000,2,0.043,46,31,0.674,12,43,0.279,43,89,0.483,0.717,26,33,0.788,5,13,0.385,1,1,1.000,0,4,0.000,5,29,0.172,7,14,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-037,01/17/2023,R128,Finished,2,200311,Alexei Popyrin,113,,set 2,2,2,WIN,6,6,1.000,0,6,0.000,6,12,0.500,4,0.093,0,0.000,43,31,0.721,15,46,0.326,46,89,0.517,0.674,24,29,0.828,7,14,0.500,4,4,1.000,0,1,0.000,7,33,0.212,8,13,0.615,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-037,01/17/2023,R128,Finished,1,200374,Chun Hsin Tseng,115,,set 3,3,1,WIN,6,6,1.000,0,6,0.000,6,12,0.500,0,0.000,1,0.017,58,36,0.621,15,45,0.333,51,103,0.495,0.603,26,35,0.743,10,23,0.435,4,4,1.000,0,3,0.000,6,27,0.222,9,18,0.500,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-037,01/17/2023,R128,Finished,2,200311,Alexei Popyrin,113,,set 3,3,1,LOSE,6,6,1.000,0,6,0.000,6,12,0.500,6,0.133,1,0.022,45,30,0.667,22,58,0.379,52,103,0.505,0.600,21,27,0.778,9,18,0.500,3,3,1.000,0,4,0.000,9,35,0.257,13,23,0.565,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-037,01/17/2023,R128,Finished,1,200374,Chun Hsin Tseng,115,,set 4,4,2,LOSE,6,6,1.000,0,6,0.000,6,12,0.500,0,0.000,0,0.000,39,29,0.744,7,36,0.194,36,75,0.480,0.615,19,24,0.792,10,15,0.667,3,3,1.000,0,0,0.000,3,22,0.136,4,14,0.286,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-037,01/17/2023,R128,Finished,2,200311,Alexei Popyrin,113,,set 4,4,2,WIN,6,6,1.000,0,6,0.000,6,12,0.500,6,0.167,1,0.028,36,29,0.806,10,39,0.256,39,75,0.520,0.611,20,22,0.909,9,14,0.643,0,0,0.000,0,3,0.000,5,24,0.208,5,15,0.333,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-037,01/17/2023,R128,Finished,1,200374,Chun Hsin Tseng,115,,set 5,5,2,LOSE,1,3,0.333,0,4,0.000,1,7,0.143,1,0.067,2,0.133,15,7,0.467,7,25,0.280,14,40,0.350,0.400,3,6,0.500,4,9,0.444,0,2,0.000,0,1,0.000,2,17,0.118,5,8,0.625,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-037,01/17/2023,R128,Finished,2,200311,Alexei Popyrin,113,,set 5,5,2,WIN,4,4,1.000,2,3,0.667,6,7,0.857,11,0.440,1,0.040,25,18,0.720,8,15,0.533,26,40,0.650,0.680,15,17,0.882,3,8,0.375,1,1,1.000,2,2,1.000,3,6,0.500,5,9,0.556,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-038,01/17/2023,R128,Finished,1,200364,Daniel Elahi Galan Riveros,70,,set 1,1,1,WIN,3,3,1.000,3,4,0.750,6,7,0.857,0,0.000,1,0.042,24,16,0.667,18,42,0.429,37,66,0.561,0.583,8,14,0.571,7,10,0.700,2,2,1.000,3,9,0.333,9,23,0.391,13,19,0.684,,
Tennis Stats 2023 ATP Season,2023-210,Australian Open,2023,01/16/2023,m,128,Hard,Outdoor,5,2023-210-038,01/17/2023,R128,Finished,2,200064,Jeremy Chardy,,,set 1,1,1,LOSE,1,4,0.250,0,3,0.000,1,7,0.143,1,0.024,4,0.095,42,24,0.571,8,24,0.333,29,66,0.439,0.548,14,23,0.609,6,19,0.316,6,9,0.667,0,2,0.000,6,14,0.429,3,10,0.300,,
