TOURNAMENT INFORMATION,,,,,,,,,,MATCH INFORMATION,,,,,,,,,,,STATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATASET,TOURNAMENT ID,TOURNAMENT NAME,TOURNAMENT YEAR,TOURNAMENT START DATE,GENDER,TOURNAMENT SIZE,SURFACE,GROUND,BEST OF,MATCH ID,MATCH DATE,ROUND,MATCH STATUS,PLAYER NUM,PLAYER ID,PLAYER NAME,PLAYER RANK,MONEYLINE US,SET,SET NUMBER,PLAYER WINNER NUM,RESULT,SERVICE GAMES WON,SERVICE GAMES,% OF SERVICE GAMES WON ,RETURN GAMES WON,RETURN GAMES,% OF RETURN GAMES WON ,TOTAL GAMES WON,TOTAL GAMES,% OF TOTAL GAMES WON ,ACES,ACE %,DOUBLE FAULTS,DOUBLE FAULT %,SERVICE POINTS,SERVICE POINTS WON,% OF SERVICE POINTS WON,RETURN POINTS WON,RETURN POINTS,% OF RETURN POINTS WON,TOTAL POINTS WON,TOTAL POINTS,% OF TOTAL POINTS WON,% OF FIRST SERVICES IN,FIRST SERVICE POINTS WON,FIRST SERVICES IN,% OF FIRST SERVICE POINTS WON,SECOND SERVICE POINTS WON,SECOND SERVICES IN,% OF SECOND SERVICE POINTS WON,BREAK POINTS SAVED,BREAK POINTS ALLOWED,% OF BREAK POINTS SAVED,BREAK POINTS WON,BREAK POINTS CREATED,% OF BREAK POINTS WON,FIRST RETURN POINTS WON,FIRST RETURN POINTS,% OF FIRST RETURN POINTS WON,SECOND RETURN POINTS WON,SECOND RETURN POINTS,% OF SECOND RETURN POINTS WON,MAX GAMES WON IN ROW,MAX POINTS WON IN ROW
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-018,03/09/2023,R128,Finished,2,200128,Quentin Halys,81,,set 3,3,1,LOSE,3,5,0.600,0,4,0.000,3,9,0.333,2,0.057,4,0.114,35,20,0.571,7,24,0.292,27,59,0.458,0.457,13,16,0.812,7,19,0.368,3,5,0.600,0,2,0.000,3,8,0.375,4,16,0.250,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-019,03/09/2023,R128,Finished,1,200463,Jeffrey John Wolf,44,,set 1,1,1,WIN,4,4,1.000,2,3,0.667,6,7,0.857,2,0.105,0,0.000,19,16,0.842,10,16,0.625,26,35,0.743,0.632,10,12,0.833,6,7,0.857,0,0,0.000,2,3,0.667,4,8,0.500,6,8,0.750,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-019,03/09/2023,R128,Finished,2,200218,Marton Fucsovics,84,,set 1,1,1,LOSE,1,3,0.333,0,4,0.000,1,7,0.143,3,0.188,3,0.188,16,6,0.375,3,19,0.158,9,35,0.257,0.500,4,8,0.500,2,8,0.250,1,3,0.333,0,0,0.000,2,12,0.167,1,7,0.143,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-019,03/09/2023,R128,Finished,1,200463,Jeffrey John Wolf,44,,set 2,2,2,LOSE,0,3,0.000,0,3,0.000,0,6,0.000,2,0.105,1,0.053,19,6,0.316,3,16,0.188,9,35,0.257,0.368,5,7,0.714,1,12,0.083,3,6,0.500,0,0,0.000,0,7,0.000,3,9,0.333,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-019,03/09/2023,R128,Finished,2,200218,Marton Fucsovics,84,,set 2,2,2,WIN,3,3,1.000,3,3,1.000,6,6,1.000,1,0.062,2,0.125,16,13,0.812,13,19,0.684,26,35,0.743,0.438,7,7,1.000,6,9,0.667,0,0,0.000,3,6,0.500,2,7,0.286,11,12,0.917,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-019,03/09/2023,R128,Finished,1,200463,Jeffrey John Wolf,44,,set 3,3,2,LOSE,2,4,0.500,1,5,0.200,3,9,0.333,3,0.083,4,0.111,36,19,0.528,9,27,0.333,28,63,0.444,0.500,13,18,0.722,6,18,0.333,5,7,0.714,1,1,1.000,4,14,0.286,5,13,0.385,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-019,03/09/2023,R128,Finished,2,200218,Marton Fucsovics,84,,set 3,3,2,WIN,4,5,0.800,2,4,0.500,6,9,0.667,2,0.074,1,0.037,27,18,0.667,17,36,0.472,35,63,0.556,0.519,10,14,0.714,8,13,0.615,0,1,0.000,2,7,0.286,5,18,0.278,12,18,0.667,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-020,03/09/2023,R128,Finished,1,200005,Jordan Thompson,87,,set 1,1,1,WIN,4,4,1.000,2,5,0.400,6,9,0.667,2,0.080,0,0.000,25,17,0.680,10,24,0.417,27,49,0.551,0.760,13,19,0.684,4,6,0.667,0,0,0.000,2,2,1.000,6,16,0.375,4,8,0.500,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-020,03/09/2023,R128,Finished,2,200138,Gael Monfils,210,,set 1,1,1,LOSE,3,5,0.600,0,4,0.000,3,9,0.333,1,0.042,1,0.042,24,14,0.583,8,25,0.320,22,49,0.449,0.667,10,16,0.625,4,8,0.500,0,2,0.000,0,0,0.000,6,19,0.316,2,6,0.333,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-020,03/09/2023,R128,Finished,1,200005,Jordan Thompson,87,,set 2,2,1,WIN,4,4,1.000,2,3,0.667,6,7,0.857,0,0.000,0,0.000,19,16,0.842,13,22,0.591,29,41,0.707,0.526,8,10,0.800,8,9,0.889,0,0,0.000,2,4,0.500,5,10,0.500,8,12,0.667,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-020,03/09/2023,R128,Finished,2,200138,Gael Monfils,210,,set 2,2,1,LOSE,1,3,0.333,0,4,0.000,1,7,0.143,0,0.000,4,0.182,22,9,0.409,3,19,0.158,12,41,0.293,0.455,5,10,0.500,4,12,0.333,2,4,0.500,0,0,0.000,2,10,0.200,1,9,0.111,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-021,03/09/2023,R128,Finished,1,200617,Leandro Riedi,135,,set 1,1,2,LOSE,0,4,0.000,1,3,0.333,1,7,0.143,1,0.042,3,0.125,24,7,0.292,6,16,0.375,13,40,0.325,0.417,3,10,0.300,4,14,0.286,0,4,0.000,1,2,0.500,0,7,0.000,6,9,0.667,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-021,03/09/2023,R128,Finished,2,200502,Jack Draper,56,,set 1,1,2,WIN,2,3,0.667,4,4,1.000,6,7,0.857,2,0.125,0,0.000,16,10,0.625,17,24,0.708,27,40,0.675,0.438,7,7,1.000,3,9,0.333,1,2,0.500,4,4,1.000,7,10,0.700,10,14,0.714,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-021,03/09/2023,R128,Finished,1,200617,Leandro Riedi,135,,set 2,2,2,LOSE,1,3,0.333,0,4,0.000,1,7,0.143,1,0.045,2,0.091,22,10,0.455,4,20,0.200,14,42,0.333,0.591,6,13,0.462,4,9,0.444,1,3,0.333,0,0,0.000,3,16,0.188,1,4,0.250,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-021,03/09/2023,R128,Finished,2,200502,Jack Draper,56,,set 2,2,2,WIN,4,4,1.000,2,3,0.667,6,7,0.857,6,0.300,1,0.050,20,16,0.800,12,22,0.545,28,42,0.667,0.800,13,16,0.812,3,4,0.750,0,0,0.000,2,3,0.667,7,13,0.538,5,9,0.556,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-022,03/09/2023,R128,Finished,1,200317,Mackenzie Mcdonald,53,,set 1,1,1,WIN,4,4,1.000,2,5,0.400,6,9,0.667,4,0.182,0,0.000,22,16,0.727,13,32,0.406,29,54,0.537,0.727,13,16,0.812,3,6,0.500,0,0,0.000,2,5,0.400,9,18,0.500,4,14,0.286,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-022,03/09/2023,R128,Finished,2,200301,Filip Krajinovic,74,,set 1,1,1,LOSE,3,5,0.600,0,4,0.000,3,9,0.333,1,0.031,0,0.000,32,19,0.594,6,22,0.273,25,54,0.463,0.562,9,18,0.500,10,14,0.714,3,5,0.600,0,0,0.000,3,16,0.188,3,6,0.500,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-022,03/09/2023,R128,Finished,1,200317,Mackenzie Mcdonald,53,,set 2,2,1,WIN,3,3,1.000,3,3,1.000,6,6,1.000,1,0.053,2,0.105,19,13,0.684,13,19,0.684,26,38,0.684,0.368,6,7,0.857,7,12,0.583,2,2,1.000,3,5,0.600,9,14,0.643,4,5,0.800,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-022,03/09/2023,R128,Finished,2,200301,Filip Krajinovic,74,,set 2,2,1,LOSE,0,3,0.000,0,3,0.000,0,6,0.000,1,0.053,1,0.053,19,6,0.316,6,19,0.316,12,38,0.316,0.737,5,14,0.357,1,5,0.200,2,5,0.400,0,2,0.000,1,7,0.143,5,12,0.417,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-023,03/09/2023,R128,Finished,1,200336,Pedro Martinez,120,,set 1,1,1,WIN,6,6,1.000,0,6,0.000,6,12,0.500,1,0.023,4,0.091,44,33,0.750,13,40,0.325,46,84,0.548,0.500,17,22,0.773,16,22,0.727,1,1,1.000,0,0,0.000,2,19,0.105,11,21,0.524,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-023,03/09/2023,R128,Finished,2,200359,Marc-Andrea Huesler,51,,set 1,1,1,LOSE,6,6,1.000,0,6,0.000,6,12,0.500,5,0.125,4,0.100,40,27,0.675,11,44,0.250,38,84,0.452,0.475,17,19,0.895,10,21,0.476,0,0,0.000,0,1,0.000,5,22,0.227,6,22,0.273,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-023,03/09/2023,R128,Finished,1,200336,Pedro Martinez,120,,set 2,2,2,LOSE,3,5,0.600,0,4,0.000,3,9,0.333,0,0.000,0,0.000,27,15,0.556,9,26,0.346,24,53,0.453,0.667,10,18,0.556,5,9,0.556,0,2,0.000,0,0,0.000,3,13,0.231,6,13,0.462,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-023,03/09/2023,R128,Finished,2,200359,Marc-Andrea Huesler,51,,set 2,2,2,WIN,4,4,1.000,2,5,0.400,6,9,0.667,5,0.192,1,0.038,26,17,0.654,12,27,0.444,29,53,0.547,0.500,10,13,0.769,7,13,0.538,0,0,0.000,2,2,1.000,8,18,0.444,4,9,0.444,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-023,03/09/2023,R128,Finished,1,200336,Pedro Martinez,120,,set 3,3,1,WIN,4,5,0.800,2,5,0.400,6,10,0.600,0,0.000,2,0.077,26,19,0.731,12,26,0.462,31,52,0.596,0.538,11,14,0.786,8,12,0.667,0,1,0.000,2,3,0.667,4,16,0.250,8,10,0.800,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-023,03/09/2023,R128,Finished,2,200359,Marc-Andrea Huesler,51,,set 3,3,1,LOSE,3,5,0.600,1,5,0.200,4,10,0.400,6,0.231,0,0.000,26,14,0.538,7,26,0.269,21,52,0.404,0.615,12,16,0.750,2,10,0.200,1,3,0.333,1,1,1.000,3,14,0.214,4,12,0.333,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-024,03/09/2023,R128,Finished,1,200092,Stan Wawrinka,100,,set 1,1,1,WIN,5,5,1.000,1,5,0.200,6,10,0.600,6,0.222,1,0.037,27,21,0.778,7,23,0.304,28,50,0.560,0.519,13,14,0.929,8,13,0.615,0,0,0.000,1,1,1.000,2,13,0.154,5,10,0.500,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-024,03/09/2023,R128,Finished,2,200312,Aleksandar Vukic,186,,set 1,1,1,LOSE,4,5,0.800,0,5,0.000,4,10,0.400,1,0.043,2,0.087,23,16,0.696,6,27,0.222,22,50,0.440,0.565,11,13,0.846,5,10,0.500,0,1,0.000,0,0,0.000,1,14,0.071,5,13,0.385,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-024,03/09/2023,R128,Finished,1,200092,Stan Wawrinka,100,,set 2,2,2,LOSE,1,3,0.333,0,4,0.000,1,7,0.143,1,0.059,0,0.000,17,8,0.471,3,19,0.158,11,36,0.306,0.353,4,6,0.667,4,11,0.364,2,4,0.500,0,0,0.000,2,15,0.133,1,4,0.250,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-024,03/09/2023,R128,Finished,2,200312,Aleksandar Vukic,186,,set 2,2,2,WIN,4,4,1.000,2,3,0.667,6,7,0.857,3,0.158,0,0.000,19,16,0.842,9,17,0.529,25,36,0.694,0.789,13,15,0.867,3,4,0.750,0,0,0.000,2,4,0.500,2,6,0.333,7,11,0.636,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-024,03/09/2023,R128,Finished,1,200092,Stan Wawrinka,100,,set 3,3,1,WIN,4,4,1.000,2,3,0.667,6,7,0.857,3,0.158,1,0.053,19,16,0.842,9,16,0.562,25,35,0.714,0.737,12,14,0.857,4,5,0.800,0,0,0.000,2,3,0.667,6,11,0.545,3,5,0.600,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-024,03/09/2023,R128,Finished,2,200312,Aleksandar Vukic,186,,set 3,3,1,LOSE,1,3,0.333,0,4,0.000,1,7,0.143,1,0.062,0,0.000,16,7,0.438,3,19,0.158,10,35,0.286,0.688,5,11,0.455,2,5,0.400,1,3,0.333,0,0,0.000,2,14,0.143,1,5,0.200,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-025,03/09/2023,R128,Finished,1,200233,Thanasi Kokkinakis,94,,set 1,1,1,WIN,5,5,1.000,1,5,0.200,6,10,0.600,6,0.300,0,0.000,20,20,1.000,20,45,0.444,40,65,0.615,0.550,11,11,1.000,9,9,1.000,0,0,0.000,1,5,0.200,9,23,0.391,11,22,0.500,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-025,03/09/2023,R128,Finished,2,200996,Brandon Holt,193,,set 1,1,1,LOSE,4,5,0.800,0,5,0.000,4,10,0.400,1,0.022,0,0.000,45,25,0.556,0,20,0.000,25,65,0.385,0.511,14,23,0.609,11,22,0.500,4,5,0.800,0,0,0.000,0,11,0.000,0,9,0.000,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-025,03/09/2023,R128,Finished,1,200233,Thanasi Kokkinakis,94,,set 2,2,1,WIN,3,3,1.000,3,4,0.750,6,7,0.857,3,0.214,0,0.000,14,12,0.857,14,23,0.609,26,37,0.703,0.500,7,7,1.000,5,7,0.714,0,0,0.000,3,5,0.600,10,17,0.588,4,6,0.667,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-025,03/09/2023,R128,Finished,2,200996,Brandon Holt,193,,set 2,2,1,LOSE,1,4,0.250,0,3,0.000,1,7,0.143,0,0.000,0,0.000,23,9,0.391,2,14,0.143,11,37,0.297,0.739,7,17,0.412,2,6,0.333,2,5,0.400,0,0,0.000,0,7,0.000,2,7,0.286,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-026,03/09/2023,R128,Finished,1,200045,Thiago Monteiro,78,,set 1,1,1,WIN,4,4,1.000,2,5,0.400,6,9,0.667,5,0.200,0,0.000,25,18,0.720,14,32,0.438,32,57,0.561,0.560,11,14,0.786,7,11,0.636,2,2,1.000,2,6,0.333,9,22,0.409,5,10,0.500,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-026,03/09/2023,R128,Finished,2,200139,Guido Pella,739,,set 1,1,1,LOSE,3,5,0.600,0,4,0.000,3,9,0.333,4,0.125,1,0.031,32,18,0.562,7,25,0.280,25,57,0.439,0.688,13,22,0.591,5,10,0.500,4,6,0.667,0,2,0.000,3,14,0.214,4,11,0.364,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-026,03/09/2023,R128,Finished,1,200045,Thiago Monteiro,78,,set 2,2,2,LOSE,4,6,0.667,1,6,0.167,5,12,0.417,6,0.150,2,0.050,40,22,0.550,13,35,0.371,35,75,0.467,0.600,16,24,0.667,6,16,0.375,2,4,0.500,1,1,1.000,4,17,0.235,9,18,0.500,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-026,03/09/2023,R128,Finished,2,200139,Guido Pella,739,,set 2,2,2,WIN,5,6,0.833,2,6,0.333,7,12,0.583,0,0.000,3,0.086,35,22,0.629,18,40,0.450,40,75,0.533,0.486,13,17,0.765,9,18,0.500,0,1,0.000,2,4,0.500,8,24,0.333,10,16,0.625,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-026,03/09/2023,R128,Finished,1,200045,Thiago Monteiro,78,,set 3,3,2,LOSE,2,4,0.500,0,4,0.000,2,8,0.250,3,0.091,1,0.030,33,18,0.545,9,26,0.346,27,59,0.458,0.636,13,21,0.619,5,12,0.417,6,8,0.750,0,1,0.000,5,18,0.278,4,8,0.500,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-026,03/09/2023,R128,Finished,2,200139,Guido Pella,739,,set 3,3,2,WIN,4,4,1.000,2,4,0.500,6,8,0.750,0,0.000,0,0.000,26,17,0.654,15,33,0.455,32,59,0.542,0.692,13,18,0.722,4,8,0.500,1,1,1.000,2,8,0.250,8,21,0.381,7,12,0.583,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-027,03/09/2023,R128,Finished,1,200482,Tomas Martin Etcheverry,61,,set 1,1,1,WIN,5,6,0.833,1,6,0.167,6,12,0.500,4,0.074,2,0.037,54,33,0.611,15,42,0.357,48,96,0.500,0.593,24,32,0.750,9,22,0.409,9,10,0.900,1,2,0.500,8,25,0.320,7,17,0.412,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-027,03/09/2023,R128,Finished,2,200052,Andy Murray,55,,set 1,1,1,LOSE,5,6,0.833,1,6,0.167,6,12,0.500,2,0.048,2,0.048,42,27,0.643,21,54,0.389,48,96,0.500,0.595,17,25,0.680,10,17,0.588,1,2,0.500,1,10,0.100,8,32,0.250,13,22,0.591,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-027,03/09/2023,R128,Finished,1,200482,Tomas Martin Etcheverry,61,,set 2,2,2,LOSE,1,3,0.333,0,4,0.000,1,7,0.143,2,0.100,1,0.050,20,8,0.400,8,26,0.308,16,46,0.348,0.650,7,13,0.538,1,7,0.143,0,2,0.000,0,1,0.000,7,18,0.389,1,8,0.125,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-027,03/09/2023,R128,Finished,2,200052,Andy Murray,55,,set 2,2,2,WIN,4,4,1.000,2,3,0.667,6,7,0.857,1,0.038,0,0.000,26,18,0.692,12,20,0.600,30,46,0.652,0.692,11,18,0.611,7,8,0.875,1,1,1.000,2,2,1.000,6,13,0.462,6,7,0.857,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-027,03/09/2023,R128,Finished,1,200482,Tomas Martin Etcheverry,61,,set 3,3,2,LOSE,4,5,0.800,0,5,0.000,4,10,0.400,3,0.071,1,0.024,42,25,0.595,10,32,0.312,35,74,0.473,0.619,18,26,0.692,7,16,0.438,7,8,0.875,0,2,0.000,6,21,0.286,4,11,0.364,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-027,03/09/2023,R128,Finished,2,200052,Andy Murray,55,,set 3,3,2,WIN,5,5,1.000,1,5,0.200,6,10,0.600,3,0.094,1,0.031,32,22,0.688,17,42,0.405,39,74,0.527,0.656,15,21,0.714,7,11,0.636,2,2,1.000,1,8,0.125,8,26,0.308,9,16,0.562,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-028,03/10/2023,R128,Finished,1,200311,Alexei Popyrin,101,,set 1,1,1,WIN,5,5,1.000,1,5,0.200,6,10,0.600,5,0.128,2,0.051,39,25,0.641,11,31,0.355,36,70,0.514,0.487,15,19,0.789,10,20,0.500,7,7,1.000,1,6,0.167,7,21,0.333,4,10,0.400,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-028,03/10/2023,R128,Finished,2,200297,Zhizhen Zhang,93,,set 1,1,1,LOSE,4,5,0.800,0,5,0.000,4,10,0.400,2,0.065,2,0.065,31,20,0.645,14,39,0.359,34,70,0.486,0.677,14,21,0.667,6,10,0.600,5,6,0.833,0,7,0.000,4,19,0.211,10,20,0.500,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-028,03/10/2023,R128,Finished,1,200311,Alexei Popyrin,101,,set 2,2,2,LOSE,4,6,0.667,1,6,0.167,5,12,0.417,5,0.132,1,0.026,38,23,0.605,10,31,0.323,33,69,0.478,0.684,20,26,0.769,3,12,0.250,1,3,0.333,1,1,1.000,10,25,0.400,0,6,0.000,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-028,03/10/2023,R128,Finished,2,200297,Zhizhen Zhang,93,,set 2,2,2,WIN,5,6,0.833,2,6,0.333,7,12,0.583,2,0.065,0,0.000,31,21,0.677,15,38,0.395,36,69,0.522,0.806,15,25,0.600,6,6,1.000,0,1,0.000,2,3,0.667,6,26,0.231,9,12,0.750,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-028,03/10/2023,R128,Finished,1,200311,Alexei Popyrin,101,,set 3,3,1,WIN,4,4,1.000,2,3,0.667,6,7,0.857,4,0.154,0,0.000,26,19,0.731,10,16,0.625,29,42,0.690,0.654,14,17,0.824,5,9,0.556,0,0,0.000,2,3,0.667,2,6,0.333,8,10,0.800,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-028,03/10/2023,R128,Finished,2,200297,Zhizhen Zhang,93,,set 3,3,1,LOSE,1,3,0.333,0,4,0.000,1,7,0.143,1,0.062,2,0.125,16,6,0.375,7,26,0.269,13,42,0.310,0.375,4,6,0.667,2,10,0.200,1,3,0.333,0,0,0.000,3,17,0.176,4,9,0.444,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-029,03/10/2023,R128,Finished,1,200368,Borna Gojo,121,,set 1,1,2,LOSE,4,5,0.800,0,5,0.000,4,10,0.400,11,0.314,0,0.000,35,23,0.657,5,25,0.200,28,60,0.467,0.714,20,25,0.800,3,10,0.300,1,2,0.500,0,0,0.000,3,17,0.176,2,8,0.250,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-029,03/10/2023,R128,Finished,2,200039,Richard Gasquet,43,,set 1,1,2,WIN,5,5,1.000,1,5,0.200,6,10,0.600,0,0.000,1,0.040,25,20,0.800,12,35,0.343,32,60,0.533,0.680,14,17,0.824,6,8,0.750,0,0,0.000,1,2,0.500,5,25,0.200,7,10,0.700,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-029,03/10/2023,R128,Finished,1,200368,Borna Gojo,121,,set 2,2,1,WIN,4,6,0.667,2,6,0.333,6,12,0.500,5,0.147,0,0.000,34,21,0.618,24,51,0.471,45,85,0.529,0.559,15,19,0.789,6,15,0.400,0,2,0.000,2,5,0.400,9,26,0.346,15,25,0.600,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-029,03/10/2023,R128,Finished,2,200039,Richard Gasquet,43,,set 2,2,1,LOSE,4,6,0.667,2,6,0.333,6,12,0.500,4,0.078,1,0.020,51,27,0.529,13,34,0.382,40,85,0.471,0.510,17,26,0.654,10,25,0.400,3,5,0.600,2,2,1.000,4,19,0.211,9,15,0.600,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-029,03/10/2023,R128,Finished,1,200368,Borna Gojo,121,,set 3,3,2,LOSE,2,4,0.500,0,4,0.000,2,8,0.250,4,0.154,0,0.000,26,14,0.538,4,20,0.200,18,46,0.391,0.500,9,13,0.692,5,13,0.385,2,4,0.500,0,0,0.000,0,10,0.000,4,10,0.400,,
Tennis Stats 2023 ATP Season,2023-227,Indian Wells,2023,03/08/2023,m,96,Hard,Outdoor,3,2023-227-029,03/10/2023,R128,Finished,2,200039,Richard Gasquet,43,,set 3,3,2,WIN,4,4,1.000,2,4,0.500,6,8,0.750,2,0.100,1,0.050,20,16,0.800,12,26,0.462,28,46,0.609,0.500,10,10,1.000,6,10,0.600,0,0,0.000,2,4,0.500,4,13,0.308,8,13,0.615,,
