TOURNAMENT INFORMATION,,,,,,,,,,MATCH INFORMATION,,,,,,,,,,,STATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATASET,TOURNAMENT ID,TOURNAMENT NAME,TOURNAMENT YEAR,TOURNAMENT START DATE,GENDER,TOURNAMENT SIZE,SURFACE,GROUND,BEST OF,MATCH ID,MATCH DATE,ROUND,MATCH STATUS,PLAYER NUM,PLAYER ID,PLAYER NAME,PLAYER RANK,MONEYLINE US,SET,SET NUMBER,PLAYER WINNER NUM,RESULT,SERVICE GAMES WON,SERVICE GAMES,% OF SERVICE GAMES WON ,RETURN GAMES WON,RETURN GAMES,% OF RETURN GAMES WON ,TOTAL GAMES WON,TOTAL GAMES,% OF TOTAL GAMES WON ,ACES,ACE %,DOUBLE FAULTS,DOUBLE FAULT %,SERVICE POINTS,SERVICE POINTS WON,% OF SERVICE POINTS WON,RETURN POINTS WON,RETURN POINTS,% OF RETURN POINTS WON,TOTAL POINTS WON,TOTAL POINTS,% OF TOTAL POINTS WON,% OF FIRST SERVICES IN,FIRST SERVICE POINTS WON,FIRST SERVICES IN,% OF FIRST SERVICE POINTS WON,SECOND SERVICE POINTS WON,SECOND SERVICES IN,% OF SECOND SERVICE POINTS WON,BREAK POINTS SAVED,BREAK POINTS ALLOWED,% OF BREAK POINTS SAVED,BREAK POINTS WON,BREAK POINTS CREATED,% OF BREAK POINTS WON,FIRST RETURN POINTS WON,FIRST RETURN POINTS,% OF FIRST RETURN POINTS WON,SECOND RETURN POINTS WON,SECOND RETURN POINTS,% OF SECOND RETURN POINTS WON,MAX GAMES WON IN ROW,MAX POINTS WON IN ROW
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-009,01/10/2023,R32,Finished,2,200208,Laslo Djere,70,-135,match,0,2,WIN,9,14,0.643,6,14,0.429,15,28,0.536,7,0.067,4,0.038,104,60,0.577,39,89,0.438,99,193,0.513,0.635,42,66,0.636,18,38,0.474,6,11,0.545,6,9,0.667,18,53,0.34,21,36,0.583,3,7
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-010,01/10/2023,R32,Finished,1,200733,Jiri Lehecka,78,-179,match,0,1,WIN,11,11,1,2,10,0.2,13,21,0.619,5,0.086,1,0.017,58,45,0.776,26,65,0.4,71,123,0.577,0.603,29,35,0.829,16,23,0.696,1,1,1,2,8,0.25,9,39,0.231,17,26,0.654,3,12
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-010,01/10/2023,R32,Finished,2,200045,Thiago Monteiro,69,139,match,0,1,LOSE,8,10,0.8,0,11,0,8,21,0.381,7,0.108,0,0,65,39,0.6,13,58,0.224,52,123,0.423,0.6,30,39,0.769,9,26,0.346,6,8,0.75,0,1,0,6,35,0.171,7,23,0.304,1,5
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-011,01/10/2023,R32,Finished,1,200501,Sebastian Baez,41,183,match,0,2,LOSE,7,10,0.7,0,9,0,7,19,0.368,2,0.03,3,0.045,67,37,0.552,11,51,0.216,48,118,0.407,0.731,26,49,0.531,11,18,0.611,7,10,0.7,0,2,0,6,34,0.176,5,17,0.294,1,4
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-011,01/10/2023,R32,Finished,2,200861,Ben Shelton,92,-235,match,0,2,WIN,9,9,1,3,10,0.3,12,19,0.632,9,0.176,1,0.02,51,40,0.784,30,67,0.448,70,118,0.593,0.667,28,34,0.824,12,17,0.706,2,2,1,3,10,0.3,23,49,0.469,7,18,0.389,5,10
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-012,01/10/2023,R32,Finished,1,200370,Ugo Humbert,108,-130,match,0,2,LOSE,12,12,1,0,12,0,12,24,0.5,9,0.108,4,0.048,83,61,0.735,25,91,0.275,86,174,0.494,0.614,43,51,0.843,18,32,0.562,4,4,1,0,6,0,14,64,0.219,11,27,0.407,1,6
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-012,01/10/2023,R32,Finished,2,200271,Christopher Eubanks,123,104,match,0,2,WIN,12,12,1,0,12,0,12,24,0.5,6,0.066,0,0,91,66,0.725,22,83,0.265,88,174,0.506,0.703,50,64,0.781,16,27,0.593,6,6,1,0,4,0,8,51,0.157,14,32,0.438,2,8
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-013,01/10/2023,R16,Finished,1,200463,Jeffrey John Wolf,66,-153,match,0,2,LOSE,8,10,0.8,0,10,0,8,20,0.4,7,0.092,1,0.013,76,46,0.605,10,52,0.192,56,128,0.438,0.618,30,47,0.638,16,29,0.552,7,9,0.778,0,2,0,6,37,0.162,4,15,0.267,1,5
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-013,01/10/2023,R16,Finished,2,200367,Marcos Giron,60,122,match,0,2,WIN,10,10,1,2,10,0.2,12,20,0.6,3,0.058,1,0.019,52,42,0.808,30,76,0.395,72,128,0.562,0.712,31,37,0.838,11,15,0.733,2,2,1,2,9,0.222,17,47,0.362,13,29,0.448,3,7
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-014,01/10/2023,R16,Retired,1,200371,Jenson Brooksby,48,-185,match,0,1,WIN,4,4,1,2,3,0.667,6,7,0.857,0,0,0,0,26,18,0.692,12,22,0.545,30,48,0.625,0.577,11,15,0.733,7,11,0.636,0,0,0,2,4,0.5,9,17,0.529,3,5,0.6,3,5
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-014,01/10/2023,R16,Retired,2,200055,Diego Sebastian Schwartzman,25,146,match,0,1,LOSE,1,3,0.333,0,4,0,1,7,0.143,0,0,1,0.045,22,10,0.455,8,26,0.308,18,48,0.375,0.773,8,17,0.471,2,5,0.4,2,4,0.5,0,0,0,4,15,0.267,4,11,0.364,1,3
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-015,01/11/2023,R16,Finished,1,200861,Ben Shelton,92,106,match,0,2,LOSE,5,8,0.625,0,9,0,5,17,0.294,8,0.148,7,0.13,54,31,0.574,6,42,0.143,37,96,0.385,0.648,23,35,0.657,8,19,0.421,4,7,0.571,0,0,0,2,32,0.062,4,10,0.4,1,6
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-015,01/11/2023,R16,Finished,2,200128,Quentin Halys,64,-132,match,0,2,WIN,9,9,1,3,8,0.375,12,17,0.706,10,0.238,2,0.048,42,36,0.857,23,54,0.426,59,96,0.615,0.762,30,32,0.938,6,10,0.6,0,0,0,3,7,0.429,12,35,0.343,11,19,0.579,3,7
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-016,01/11/2023,R16,Finished,1,200054,Casper Ruud,3,-556,match,0,2,LOSE,14,15,0.933,1,15,0.067,15,30,0.5,10,0.11,4,0.044,91,65,0.714,28,98,0.286,93,189,0.492,0.681,49,62,0.79,16,29,0.552,3,4,0.75,1,7,0.143,18,67,0.269,10,31,0.323,3,6
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-016,01/11/2023,R16,Finished,2,200208,Laslo Djere,70,377,match,0,2,WIN,14,15,0.933,1,15,0.067,15,30,0.5,18,0.184,1,0.01,98,70,0.714,26,91,0.286,96,189,0.508,0.684,49,67,0.731,21,31,0.677,6,7,0.857,1,4,0.25,13,62,0.21,13,29,0.448,3,6
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-017,01/11/2023,R16,Finished,1,200271,Christopher Eubanks,123,142,match,0,2,LOSE,6,9,0.667,0,9,0,6,18,0.333,12,0.19,3,0.048,63,36,0.571,18,59,0.305,54,122,0.443,0.714,31,45,0.689,5,18,0.278,6,9,0.667,0,6,0,8,43,0.186,10,16,0.625,1,4
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-017,01/11/2023,R16,Finished,2,200016,David Goffin,53,-181,match,0,2,WIN,9,9,1,3,9,0.333,12,18,0.667,7,0.119,1,0.017,59,41,0.695,27,63,0.429,68,122,0.557,0.729,35,43,0.814,6,16,0.375,6,6,1,3,9,0.333,14,45,0.311,13,18,0.722,5,7
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-018,01/11/2023,R16,Finished,1,200372,Constant Lestienne,65,-116,match,0,1,WIN,10,15,0.667,4,16,0.25,14,31,0.452,4,0.044,6,0.066,91,53,0.582,33,92,0.359,86,183,0.47,0.648,43,59,0.729,10,32,0.312,2,7,0.286,4,8,0.5,22,64,0.344,11,28,0.393,3,5
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-018,01/11/2023,R16,Finished,2,200158,Gregoire Barrere,88,-107,match,0,1,LOSE,12,16,0.75,5,15,0.333,17,31,0.548,7,0.076,0,0,92,59,0.641,38,91,0.418,97,183,0.53,0.696,42,64,0.656,17,28,0.607,4,8,0.5,5,7,0.714,16,59,0.271,22,32,0.688,5,9
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-019,01/11/2023,R16,Finished,1,200733,Jiri Lehecka,78,270,match,0,2,LOSE,12,15,0.8,1,16,0.062,13,31,0.419,6,0.059,0,0,102,63,0.618,29,98,0.296,92,200,0.46,0.667,47,68,0.691,16,34,0.471,8,11,0.727,1,4,0.25,22,64,0.344,7,34,0.206,2,6
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-019,01/11/2023,R16,Finished,2,200247,Cameron Norrie,12,-364,match,0,2,WIN,15,16,0.938,3,15,0.2,18,31,0.581,4,0.041,1,0.01,98,69,0.704,39,102,0.382,108,200,0.54,0.653,42,64,0.656,27,34,0.794,3,4,0.75,3,11,0.273,21,68,0.309,18,34,0.529,4,9
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-020,01/11/2023,R16,Finished,1,200102,Joao Sousa,82,200,match,0,2,LOSE,8,10,0.8,0,10,0,8,20,0.4,1,0.015,4,0.062,65,39,0.6,15,60,0.25,54,125,0.432,0.646,29,42,0.69,10,23,0.435,3,5,0.6,0,2,0,6,35,0.171,9,25,0.36,1,5
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-020,01/11/2023,R16,Finished,2,200039,Richard Gasquet,67,-256,match,0,2,WIN,10,10,1,2,10,0.2,12,20,0.6,7,0.117,1,0.017,60,45,0.75,26,65,0.4,71,125,0.568,0.583,29,35,0.829,16,25,0.64,2,2,1,2,5,0.4,13,42,0.31,13,23,0.565,4,9
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-021,01/12/2023,QF,Finished,1,200208,Laslo Djere,70,-147,match,0,2,LOSE,13,16,0.812,4,16,0.25,17,32,0.531,8,0.073,3,0.028,109,68,0.624,45,118,0.381,113,227,0.498,0.56,47,61,0.77,21,48,0.438,2,5,0.4,4,18,0.222,23,77,0.299,22,41,0.537,3,7
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-021,01/12/2023,QF,Finished,2,200372,Constant Lestienne,65,119,match,0,2,WIN,12,16,0.75,3,16,0.188,15,32,0.469,5,0.042,1,0.008,118,73,0.619,41,109,0.376,114,227,0.502,0.653,54,77,0.701,19,41,0.463,14,18,0.778,3,5,0.6,14,61,0.23,27,48,0.562,3,7
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-022,01/12/2023,QF,Finished,1,200367,Marcos Giron,60,261,match,0,2,LOSE,8,14,0.571,1,13,0.077,9,27,0.333,6,0.075,0,0,80,43,0.537,31,88,0.352,74,168,0.44,0.662,29,53,0.547,14,27,0.519,1,7,0.143,1,6,0.167,19,64,0.297,12,24,0.5,3,7
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-022,01/12/2023,QF,Finished,2,200247,Cameron Norrie,12,-347,match,0,2,WIN,12,13,0.923,6,14,0.429,18,27,0.667,5,0.057,4,0.045,88,57,0.648,37,80,0.462,94,168,0.56,0.727,45,64,0.703,12,24,0.5,5,6,0.833,6,7,0.857,24,53,0.453,13,27,0.481,4,9
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-023,01/12/2023,QF,Finished,1,200128,Quentin Halys,64,-105,match,0,2,LOSE,10,12,0.833,2,12,0.167,12,24,0.5,13,0.173,3,0.04,75,49,0.653,27,82,0.329,76,157,0.484,0.573,33,43,0.767,16,32,0.5,1,3,0.333,2,5,0.4,12,49,0.245,15,33,0.455,2,5
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-023,01/12/2023,QF,Finished,2,200371,Jenson Brooksby,48,-118,match,0,2,WIN,10,12,0.833,2,12,0.167,12,24,0.5,2,0.024,2,0.024,82,55,0.671,26,75,0.347,81,157,0.516,0.598,37,49,0.755,18,33,0.545,3,5,0.6,2,3,0.667,10,43,0.233,16,32,0.5,3,5
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-024,01/12/2023,QF,Finished,1,200039,Richard Gasquet,67,127,match,0,1,WIN,7,11,0.636,6,10,0.6,13,21,0.619,6,0.098,3,0.049,61,36,0.59,35,64,0.547,71,125,0.568,0.607,26,37,0.703,10,24,0.417,0,4,0,6,13,0.462,17,37,0.459,18,27,0.667,5,11
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-024,01/12/2023,QF,Finished,2,200016,David Goffin,53,-158,match,0,1,LOSE,4,10,0.4,4,11,0.364,8,21,0.381,8,0.125,2,0.031,64,29,0.453,25,61,0.41,54,125,0.432,0.578,20,37,0.541,9,27,0.333,7,13,0.538,4,4,1,11,37,0.297,14,24,0.583,6,8
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-026,01/13/2023,SF,Finished,1,200371,Jenson Brooksby,48,217,match,0,2,LOSE,6,9,0.667,1,10,0.1,7,19,0.368,4,0.055,0,0,73,40,0.548,10,48,0.208,50,121,0.413,0.589,26,43,0.605,14,30,0.467,6,9,0.667,1,4,0.25,4,31,0.129,6,17,0.353,2,4
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-026,01/13/2023,SF,Finished,2,200247,Cameron Norrie,12,-280,match,0,2,WIN,9,10,0.9,3,9,0.333,12,19,0.632,3,0.062,0,0,48,38,0.792,33,73,0.452,71,121,0.587,0.646,27,31,0.871,11,17,0.647,3,4,0.75,3,9,0.333,17,43,0.395,16,30,0.533,3,13
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-027,01/14/2023,F,Finished,1,200039,Richard Gasquet,67,270,match,0,1,WIN,12,15,0.8,4,15,0.267,16,30,0.533,3,0.034,2,0.023,88,57,0.648,33,86,0.384,90,174,0.517,0.5,36,44,0.818,21,44,0.477,6,9,0.667,4,8,0.5,16,52,0.308,17,34,0.5,5,7
Tennis Stats 2023 ATP Season,2023-208,Auckland,2023,01/08/2023,m,28,Hard,Outdoor,3,2023-208-027,01/14/2023,F,Finished,2,200247,Cameron Norrie,12,-353,match,0,1,LOSE,11,15,0.733,3,15,0.2,14,30,0.467,8,0.093,2,0.023,86,53,0.616,31,88,0.352,84,174,0.483,0.605,36,52,0.692,17,34,0.5,4,8,0.5,3,9,0.333,8,44,0.182,23,44,0.523,3,7
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-001,01/09/2023,R32,Finished,1,200430,Brandon Nakashima,47,-233,match,0,2,LOSE,8,10,0.8,0,10,0,8,20,0.4,6,0.092,3,0.046,65,42,0.646,18,70,0.257,60,135,0.444,0.615,32,40,0.8,10,25,0.4,1,3,0.333,0,5,0,8,45,0.178,10,25,0.4,1,4
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-001,01/09/2023,R32,Finished,2,200384,Alejandro Davidovich Fokina,32,177,match,0,2,WIN,10,10,1,2,10,0.2,12,20,0.6,4,0.057,1,0.014,70,52,0.743,23,65,0.354,75,135,0.556,0.643,37,45,0.822,15,25,0.6,5,5,1,2,3,0.667,8,40,0.2,15,25,0.6,3,5
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-002,01/09/2023,R32,Finished,1,200013,Daniel Evans,27,-194,match,0,2,LOSE,7,12,0.583,3,12,0.25,10,24,0.417,2,0.026,3,0.038,78,41,0.526,27,73,0.37,68,151,0.45,0.667,31,52,0.596,10,26,0.385,3,8,0.375,3,4,0.75,11,40,0.275,16,33,0.485,3,6
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-002,01/09/2023,R32,Finished,2,200317,Mackenzie Mcdonald,63,152,match,0,2,WIN,9,12,0.75,5,12,0.417,14,24,0.583,8,0.11,2,0.027,73,46,0.63,37,78,0.474,83,151,0.55,0.548,29,40,0.725,17,33,0.515,1,4,0.25,5,8,0.625,21,52,0.404,16,26,0.615,5,7
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-003,01/09/2023,R32,Finished,1,200030,Kyle Edmund,583,372,match,0,2,LOSE,9,11,0.818,0,11,0,9,22,0.409,11,0.172,6,0.094,64,42,0.656,14,60,0.233,56,124,0.452,0.547,27,35,0.771,15,29,0.517,0,2,0,0,2,0,4,39,0.103,10,21,0.476,1,4
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-003,01/09/2023,R32,Finished,2,200333,Miomir Kecmanovic,28,-541,match,0,2,WIN,11,11,1,2,11,0.182,13,22,0.591,7,0.117,2,0.033,60,46,0.767,22,64,0.344,68,124,0.548,0.65,35,39,0.897,11,21,0.524,2,2,1,2,2,1,8,35,0.229,14,29,0.483,3,5
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-004,01/09/2023,R32,Finished,1,200319,Lorenzo Sonego,44,178,match,0,2,LOSE,5,9,0.556,1,9,0.111,6,18,0.333,2,0.04,1,0.02,50,25,0.5,11,44,0.25,36,94,0.383,0.52,14,26,0.538,11,24,0.458,4,8,0.5,1,4,0.25,6,27,0.222,5,17,0.294,2,7
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-004,01/09/2023,R32,Finished,2,200502,Jack Draper,40,-235,match,0,2,WIN,8,9,0.889,4,9,0.444,12,18,0.667,2,0.045,1,0.023,44,33,0.75,25,50,0.5,58,94,0.617,0.614,21,27,0.778,12,17,0.706,3,4,0.75,4,8,0.5,12,26,0.462,13,24,0.542,5,9
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-005,01/09/2023,R32,Finished,1,200233,Thanasi Kokkinakis,110,-144,match,0,1,WIN,14,15,0.933,5,15,0.333,19,30,0.633,11,0.109,2,0.02,101,68,0.673,41,99,0.414,109,200,0.545,0.693,50,70,0.714,18,34,0.529,5,6,0.833,5,9,0.556,10,51,0.196,31,48,0.646,6,7
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-005,01/09/2023,R32,Finished,2,200311,Alexei Popyrin,113,114,match,0,1,LOSE,10,15,0.667,1,15,0.067,11,30,0.367,11,0.111,8,0.081,99,58,0.586,33,101,0.327,91,200,0.455,0.515,41,51,0.804,17,48,0.354,4,9,0.444,1,6,0.167,17,70,0.243,16,34,0.471,3,6
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-006,01/10/2023,R32,Finished,1,200089,Albert Ramos-Vinolas,38,140,match,0,2,LOSE,12,15,0.8,3,16,0.188,15,31,0.484,7,0.075,0,0,93,61,0.656,41,109,0.376,102,202,0.505,0.731,43,68,0.632,18,25,0.72,6,9,0.667,3,6,0.5,24,77,0.312,17,32,0.531,3,7
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-006,01/10/2023,R32,Finished,2,200237,John Millman,148,-180,match,0,2,WIN,13,16,0.812,3,15,0.2,16,31,0.516,7,0.064,1,0.009,109,68,0.624,32,93,0.344,100,202,0.495,0.706,53,77,0.688,15,32,0.469,3,6,0.5,3,9,0.333,25,68,0.368,7,25,0.28,3,8
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-007,01/10/2023,R32,Finished,1,200467,Arthur Rinderknech,45,-148,match,0,2,LOSE,15,16,0.938,1,16,0.062,16,32,0.5,11,0.099,7,0.063,111,74,0.667,26,96,0.271,100,207,0.483,0.595,52,66,0.788,22,45,0.489,6,7,0.857,1,2,0.5,10,64,0.156,16,32,0.5,3,7
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-007,01/10/2023,R32,Finished,2,200359,Marc-Andrea Huesler,55,117,match,0,2,WIN,15,16,0.938,1,16,0.062,16,32,0.5,11,0.115,3,0.031,96,70,0.729,37,111,0.333,107,207,0.517,0.667,54,64,0.844,16,32,0.5,1,2,0.5,1,7,0.143,14,66,0.212,23,45,0.511,3,6
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-008,01/10/2023,R32,Finished,1,200234,Benjamin Bonzi,50,,match,0,2,LOSE,14,17,0.824,4,16,0.25,18,33,0.545,16,0.14,3,0.026,114,72,0.632,35,100,0.35,107,214,0.5,0.553,44,63,0.698,28,52,0.538,3,6,0.5,4,5,0.8,15,57,0.263,20,43,0.465,3,7
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-008,01/10/2023,R32,Finished,2,200040,Robin Haase,257,,match,0,2,WIN,12,16,0.75,3,17,0.176,15,33,0.455,13,0.13,2,0.02,100,65,0.65,42,114,0.368,107,214,0.5,0.57,42,57,0.737,23,43,0.535,1,5,0.2,3,6,0.5,19,63,0.302,24,52,0.462,3,7
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-009,01/10/2023,R32,Finished,1,200424,Emil Ruusuvuori,46,105,match,0,2,LOSE,11,14,0.786,2,15,0.133,13,29,0.448,4,0.04,2,0.02,101,62,0.614,25,83,0.301,87,184,0.473,0.713,49,72,0.681,13,29,0.448,5,8,0.625,2,3,0.667,15,56,0.268,10,27,0.37,3,5
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-009,01/10/2023,R32,Finished,2,200207,Mikael Ymer,77,-132,match,0,2,WIN,13,15,0.867,3,14,0.214,16,29,0.552,1,0.012,3,0.036,83,58,0.699,39,101,0.386,97,184,0.527,0.675,41,56,0.732,17,27,0.63,1,3,0.333,3,8,0.375,23,72,0.319,16,29,0.552,3,7
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-010,01/10/2023,R32,Finished,1,200315,Jason Kubler,86,-233,match,0,1,WIN,12,12,1,1,12,0.083,13,24,0.542,10,0.128,1,0.013,78,59,0.756,19,70,0.271,78,148,0.527,0.731,47,57,0.825,12,21,0.571,5,5,1,1,2,0.5,9,43,0.209,10,27,0.37,3,6
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-010,01/10/2023,R32,Finished,2,200482,Tomas Martin Etcheverry,80,178,match,0,1,LOSE,11,12,0.917,0,12,0,11,24,0.458,10,0.143,1,0.014,70,51,0.729,19,78,0.244,70,148,0.473,0.614,34,43,0.791,17,27,0.63,1,2,0.5,0,5,0,10,57,0.175,9,21,0.429,1,6
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-011,01/10/2023,R32,Finished,1,200321,Soonwoo Kwon,84,-120,match,0,1,WIN,8,10,0.8,4,10,0.4,12,20,0.6,6,0.073,3,0.037,82,49,0.598,31,68,0.456,80,150,0.533,0.537,35,44,0.795,14,38,0.368,9,11,0.818,4,10,0.4,15,42,0.357,16,26,0.615,3,6
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-011,01/10/2023,R32,Finished,2,200466,Tomas Machac,115,-105,match,0,1,LOSE,6,10,0.6,2,10,0.2,8,20,0.4,5,0.074,2,0.029,68,37,0.544,33,82,0.402,70,150,0.467,0.618,27,42,0.643,10,26,0.385,6,10,0.6,2,11,0.182,9,44,0.205,24,38,0.632,3,6
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-012,01/10/2023,R32,Finished,1,200270,Tommy Paul,35,-242,match,0,1,WIN,11,11,1,2,11,0.182,13,22,0.591,6,0.105,0,0,57,46,0.807,24,66,0.364,70,123,0.569,0.684,32,39,0.821,14,18,0.778,1,1,1,2,5,0.4,9,41,0.22,15,25,0.6,3,7
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-012,01/10/2023,R32,Finished,2,200099,Christopher O'connell,79,184,match,0,1,LOSE,9,11,0.818,0,11,0,9,22,0.409,7,0.106,1,0.015,66,42,0.636,11,57,0.193,53,123,0.431,0.621,32,41,0.78,10,25,0.4,3,5,0.6,0,1,0,7,39,0.179,4,18,0.222,1,4
Tennis Stats 2023 ATP Season,2023-209,Adelaide 2,2023,01/09/2023,m,28,Hard,Outdoor,3,2023-209-013,01/11/2023,R16,Finished,1,200118,Andrey Rublev,6,-302,match,0,2,LOSE,12,14,0.857,1,14,0.071,13,28,0.464,10,0.111,4,0.044,90,57,0.633,16,70,0.229,73,160,0.456,0.611,42,55,0.764,15,35,0.429,3,5,0.6,1,1,1,6,44,0.136,10,26,0.385,3,10
