TOURNAMENT INFORMATION,,,,,,,,,,MATCH INFORMATION,,,,,,,,,,,STATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATASET,TOURNAMENT ID,TOURNAMENT NAME,TOURNAMENT YEAR,TOURNAMENT START DATE,GENDER,TOURNAMENT SIZE,SURFACE,GROUND,BEST OF,MATCH ID,MATCH DATE,ROUND,MATCH STATUS,PLAYER NUM,PLAYER ID,PLAYER NAME,PLAYER RANK,MONEYLINE US,SET,SET NUMBER,PLAYER WINNER NUM,RESULT,SERVICE GAMES WON,SERVICE GAMES,% OF SERVICE GAMES WON ,RETURN GAMES WON,RETURN GAMES,% OF RETURN GAMES WON ,TOTAL GAMES WON,TOTAL GAMES,% OF TOTAL GAMES WON ,ACES,ACE %,DOUBLE FAULTS,DOUBLE FAULT %,SERVICE POINTS,SERVICE POINTS WON,% OF SERVICE POINTS WON,RETURN POINTS WON,RETURN POINTS,% OF RETURN POINTS WON,TOTAL POINTS WON,TOTAL POINTS,% OF TOTAL POINTS WON,% OF FIRST SERVICES IN,FIRST SERVICE POINTS WON,FIRST SERVICES IN,% OF FIRST SERVICE POINTS WON,SECOND SERVICE POINTS WON,SECOND SERVICES IN,% OF SECOND SERVICE POINTS WON,BREAK POINTS SAVED,BREAK POINTS ALLOWED,% OF BREAK POINTS SAVED,BREAK POINTS WON,BREAK POINTS CREATED,% OF BREAK POINTS WON,FIRST RETURN POINTS WON,FIRST RETURN POINTS,% OF FIRST RETURN POINTS WON,SECOND RETURN POINTS WON,SECOND RETURN POINTS,% OF SECOND RETURN POINTS WON,MAX GAMES WON IN ROW,MAX POINTS WON IN ROW
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-006,02/14/2023,R32,Finished,2,200107,Adrian Mannarino,59,-258,match,0,2,WIN,13,15,0.867,3,14,0.214,16,29,0.552,8,0.078,3,0.029,102,66,0.647,26,79,0.329,92,181,0.508,0.588,43,60,0.717,23,42,0.548,10,12,0.833,3,6,0.5,16,55,0.291,10,24,0.417,3,6
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-007,02/14/2023,R32,Finished,1,200308,Ilya Ivashka,77,196,match,0,2,LOSE,6,10,0.6,2,11,0.182,8,21,0.381,2,0.033,5,0.083,60,34,0.567,24,66,0.364,58,126,0.46,0.617,25,37,0.676,9,23,0.391,3,7,0.429,2,5,0.4,7,35,0.2,17,31,0.548,2,5
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-007,02/14/2023,R32,Finished,2,200463,Jeffrey John Wolf,39,-255,match,0,2,WIN,9,11,0.818,4,10,0.4,13,21,0.619,4,0.061,4,0.061,66,42,0.636,26,60,0.433,68,126,0.54,0.53,28,35,0.8,14,31,0.452,3,5,0.6,4,7,0.571,12,37,0.324,14,23,0.609,4,6
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-008,02/14/2023,R32,Finished,1,200004,Jack Sock,143,-419,match,0,2,LOSE,8,13,0.615,2,13,0.154,10,26,0.385,3,0.033,6,0.065,92,49,0.533,28,85,0.329,77,177,0.435,0.489,30,45,0.667,19,47,0.404,6,11,0.545,2,8,0.25,13,54,0.241,15,31,0.484,4,7
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-008,02/14/2023,R32,Finished,2,201182,Matija Pecotic,784,303,match,0,2,WIN,11,13,0.846,5,13,0.385,16,26,0.615,10,0.118,7,0.082,85,57,0.671,43,92,0.467,100,177,0.565,0.635,41,54,0.759,16,31,0.516,6,8,0.75,5,11,0.455,15,45,0.333,28,47,0.596,5,14
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-009,02/14/2023,R32,Finished,1,200104,Michael Mmoh,87,-142,match,0,1,WIN,11,14,0.786,4,14,0.286,15,28,0.536,3,0.027,2,0.018,110,65,0.591,39,97,0.402,104,207,0.502,0.682,43,75,0.573,22,35,0.629,13,16,0.812,4,14,0.286,14,53,0.264,25,44,0.568,4,6
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-009,02/14/2023,R32,Finished,2,201101,Aleksandar Kovacevic,122,112,match,0,1,LOSE,10,14,0.714,3,14,0.214,13,28,0.464,12,0.124,3,0.031,97,58,0.598,45,110,0.409,103,207,0.498,0.546,39,53,0.736,19,44,0.432,10,14,0.714,3,16,0.188,32,75,0.427,13,35,0.371,2,4
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-010,02/14/2023,R32,Finished,1,200076,Radu Albot,113,-188,match,0,1,WIN,9,12,0.75,3,12,0.25,12,24,0.5,2,0.027,1,0.014,73,49,0.671,45,98,0.459,94,171,0.55,0.589,32,43,0.744,17,30,0.567,2,5,0.4,3,5,0.6,23,59,0.39,22,39,0.564,3,6
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-010,02/14/2023,R32,Finished,2,200021,Fernando Verdasco,133,147,match,0,1,LOSE,9,12,0.75,3,12,0.25,12,24,0.5,3,0.031,8,0.082,98,53,0.541,24,73,0.329,77,171,0.45,0.602,36,59,0.61,17,39,0.436,2,5,0.4,3,5,0.6,11,43,0.256,13,30,0.433,2,5
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-011,02/14/2023,R32,Finished,1,200209,Taro Daniel,106,209,match,0,2,LOSE,4,8,0.5,0,8,0,4,16,0.25,2,0.043,1,0.022,46,23,0.5,12,45,0.267,35,91,0.385,0.565,13,26,0.5,10,20,0.5,1,5,0.2,0,1,0,4,25,0.16,8,20,0.4,1,5
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-011,02/14/2023,R32,Finished,2,200317,Mackenzie Mcdonald,56,-282,match,0,2,WIN,8,8,1,4,8,0.5,12,16,0.75,0,0,2,0.044,45,33,0.733,23,46,0.5,56,91,0.615,0.556,21,25,0.84,12,20,0.6,1,1,1,4,5,0.8,13,26,0.5,10,20,0.5,5,7
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-012,02/15/2023,R32,Finished,1,200861,Ben Shelton,42,-144,match,0,2,LOSE,8,10,0.8,0,10,0,8,20,0.4,4,0.077,2,0.038,52,36,0.692,11,51,0.216,47,103,0.456,0.75,29,39,0.744,7,13,0.538,0,2,0,0,0,0,5,35,0.143,6,16,0.375,1,6
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-012,02/15/2023,R32,Finished,2,200367,Marcos Giron,55,115,match,0,2,WIN,10,10,1,2,10,0.2,12,20,0.6,5,0.098,1,0.02,51,40,0.784,16,52,0.308,56,103,0.544,0.686,30,35,0.857,10,16,0.625,0,0,0,2,2,1,10,39,0.256,6,13,0.462,3,6
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-013,02/15/2023,R16,Finished,1,200317,Mackenzie Mcdonald,56,103,match,0,1,WIN,12,13,0.923,3,13,0.231,15,26,0.577,9,0.11,5,0.061,82,56,0.683,48,112,0.429,104,194,0.536,0.61,37,50,0.74,19,32,0.594,2,3,0.667,3,13,0.231,25,71,0.352,23,41,0.561,3,6
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-013,02/15/2023,R16,Finished,2,200087,Yoshihito Nishioka,34,-130,match,0,1,LOSE,10,13,0.769,1,13,0.077,11,26,0.423,5,0.045,1,0.009,112,64,0.571,26,82,0.317,90,194,0.464,0.634,46,71,0.648,18,41,0.439,10,13,0.769,1,3,0.333,13,50,0.26,13,32,0.406,3,5
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-014,02/15/2023,R16,Finished,1,200367,Marcos Giron,55,-700,match,0,1,WIN,9,9,1,3,9,0.333,12,18,0.667,1,0.019,1,0.019,54,41,0.759,25,61,0.41,66,115,0.574,0.556,26,30,0.867,15,24,0.625,3,3,1,3,7,0.429,11,36,0.306,14,25,0.56,3,6
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-014,02/15/2023,R16,Finished,2,201182,Matija Pecotic,784,446,match,0,1,LOSE,6,9,0.667,0,9,0,6,18,0.333,2,0.033,4,0.066,61,36,0.59,13,54,0.241,49,115,0.426,0.59,25,36,0.694,11,25,0.44,4,7,0.571,0,3,0,4,30,0.133,9,24,0.375,1,4
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-015,02/15/2023,R16,Finished,1,200503,Nuno Borges,104,172,match,0,2,LOSE,7,10,0.7,1,11,0.091,8,21,0.381,1,0.014,3,0.043,69,38,0.551,18,61,0.295,56,130,0.431,0.609,26,42,0.619,12,27,0.444,5,8,0.625,1,1,1,8,37,0.216,10,24,0.417,2,5
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-015,02/15/2023,R16,Finished,2,200333,Miomir Kecmanovic,33,-225,match,0,2,WIN,10,11,0.909,3,10,0.3,13,21,0.619,6,0.098,2,0.033,61,43,0.705,31,69,0.449,74,130,0.569,0.607,29,37,0.784,14,24,0.583,0,1,0,3,8,0.375,16,42,0.381,15,27,0.556,3,6
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-016,02/16/2023,R16,Finished,1,200107,Adrian Mannarino,59,127,match,0,1,WIN,10,10,1,3,10,0.3,13,20,0.65,9,0.118,1,0.013,76,51,0.671,25,64,0.391,76,140,0.543,0.592,37,45,0.822,14,31,0.452,2,2,1,3,7,0.429,11,35,0.314,14,29,0.483,7,9
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-016,02/16/2023,R16,Finished,2,200463,Jeffrey John Wolf,39,-163,match,0,1,LOSE,7,10,0.7,0,10,0,7,20,0.35,5,0.078,4,0.062,64,39,0.609,25,76,0.329,64,140,0.457,0.547,24,35,0.686,15,29,0.517,4,7,0.571,0,2,0,8,45,0.178,17,31,0.548,1,5
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-017,02/16/2023,R16,Finished,1,200312,Aleksandar Vukic,171,-138,match,0,2,LOSE,7,10,0.7,1,10,0.1,8,20,0.4,4,0.056,8,0.113,71,41,0.577,28,75,0.373,69,146,0.473,0.62,29,44,0.659,12,27,0.444,6,9,0.667,1,7,0.143,13,43,0.302,15,32,0.469,2,5
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-017,02/16/2023,R16,Finished,2,200076,Radu Albot,113,109,match,0,2,WIN,9,10,0.9,3,10,0.3,12,20,0.6,1,0.013,2,0.027,75,47,0.627,30,71,0.423,77,146,0.527,0.573,30,43,0.698,17,32,0.531,6,7,0.857,3,9,0.333,15,44,0.341,15,27,0.556,4,6
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-018,02/16/2023,R16,Finished,1,200259,Denis Kudla,95,404,match,0,2,LOSE,6,9,0.667,1,10,0.1,7,19,0.368,3,0.058,3,0.058,52,31,0.596,22,65,0.338,53,117,0.453,0.615,20,32,0.625,11,20,0.55,1,4,0.25,1,2,0.5,13,43,0.302,9,22,0.409,2,5
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-018,02/16/2023,R16,Finished,2,200270,Tommy Paul,18,-609,match,0,2,WIN,9,10,0.9,3,9,0.333,12,19,0.632,7,0.108,2,0.031,65,43,0.662,21,52,0.404,64,117,0.547,0.662,30,43,0.698,13,22,0.591,1,2,0.5,3,4,0.75,12,32,0.375,9,20,0.45,5,5
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-019,02/16/2023,R16,Finished,1,200192,Denis Shapovalov,27,-345,match,0,2,LOSE,12,15,0.8,2,15,0.133,14,30,0.467,4,0.045,4,0.045,88,57,0.648,32,96,0.333,89,184,0.484,0.58,38,51,0.745,19,37,0.514,2,5,0.4,2,10,0.2,15,64,0.234,17,32,0.531,3,8
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-019,02/16/2023,R16,Finished,2,200104,Michael Mmoh,87,257,match,0,2,WIN,13,15,0.867,3,15,0.2,16,30,0.533,2,0.021,5,0.052,96,64,0.667,31,88,0.352,95,184,0.516,0.667,49,64,0.766,15,32,0.469,8,10,0.8,3,5,0.6,13,51,0.255,18,37,0.486,3,5
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-020,02/17/2023,R16,Finished,1,200145,Taylor Fritz,7,-1373,match,0,1,WIN,9,10,0.9,3,9,0.333,12,19,0.632,11,0.172,2,0.031,64,43,0.672,25,60,0.417,68,124,0.548,0.656,33,42,0.786,10,22,0.455,2,3,0.667,3,8,0.375,10,34,0.294,15,26,0.577,5,7
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-020,02/17/2023,R16,Finished,2,200157,Emilio Gomez,94,729,match,0,1,LOSE,6,9,0.667,1,10,0.1,7,19,0.368,1,0.017,1,0.017,60,35,0.583,21,64,0.328,56,124,0.452,0.567,24,34,0.706,11,26,0.423,5,8,0.625,1,3,0.333,9,42,0.214,12,22,0.545,2,5
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-021,02/17/2023,QF,Finished,1,200367,Marcos Giron,55,-115,match,0,2,LOSE,8,10,0.8,1,11,0.091,9,21,0.429,1,0.016,2,0.033,61,42,0.689,19,68,0.279,61,129,0.473,0.656,29,40,0.725,13,21,0.619,4,6,0.667,1,6,0.167,11,42,0.262,8,26,0.308,1,5
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-021,02/17/2023,QF,Finished,2,200333,Miomir Kecmanovic,33,-111,match,0,2,WIN,10,11,0.909,2,10,0.2,12,21,0.571,8,0.118,1,0.015,68,49,0.721,19,61,0.311,68,129,0.527,0.618,31,42,0.738,18,26,0.692,5,6,0.833,2,6,0.333,11,40,0.275,8,21,0.381,3,6
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-022,02/17/2023,QF,Finished,1,200076,Radu Albot,113,459,match,0,1,WIN,8,8,1,4,8,0.5,12,16,0.75,3,0.053,2,0.035,57,38,0.667,22,47,0.468,60,104,0.577,0.702,32,40,0.8,6,17,0.353,2,2,1,4,6,0.667,10,28,0.357,12,19,0.632,5,6
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-022,02/17/2023,QF,Finished,2,200270,Tommy Paul,18,-729,match,0,1,LOSE,4,8,0.5,0,8,0,4,16,0.25,5,0.106,0,0,47,25,0.532,19,57,0.333,44,104,0.423,0.596,18,28,0.643,7,19,0.368,2,6,0.333,0,2,0,8,40,0.2,11,17,0.647,1,5
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-023,02/18/2023,QF,Finished,1,200104,Michael Mmoh,87,151,match,0,2,LOSE,8,14,0.571,5,14,0.357,13,28,0.464,2,0.026,6,0.079,76,42,0.553,40,86,0.465,82,162,0.506,0.671,35,51,0.686,7,25,0.28,1,7,0.143,5,11,0.455,26,57,0.456,14,29,0.483,5,9
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-023,02/18/2023,QF,Finished,2,200317,Mackenzie Mcdonald,56,-194,match,0,2,WIN,9,14,0.643,6,14,0.429,15,28,0.536,4,0.047,2,0.023,86,46,0.535,34,76,0.447,80,162,0.494,0.663,31,57,0.544,15,29,0.517,6,11,0.545,6,7,0.857,16,51,0.314,18,25,0.72,5,10
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-024,02/18/2023,QF,Finished,1,200145,Taylor Fritz,7,-414,match,0,1,WIN,9,11,0.818,3,11,0.273,12,22,0.545,8,0.111,1,0.014,72,46,0.639,31,76,0.408,77,148,0.52,0.694,37,50,0.74,9,22,0.409,4,6,0.667,3,5,0.6,12,47,0.255,19,29,0.655,3,6
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-024,02/18/2023,QF,Finished,2,200107,Adrian Mannarino,59,299,match,0,1,LOSE,8,11,0.727,2,11,0.182,10,22,0.455,3,0.039,4,0.053,76,45,0.592,26,72,0.361,71,148,0.48,0.618,35,47,0.745,10,29,0.345,2,5,0.4,2,6,0.333,13,50,0.26,13,22,0.591,3,6
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-025,02/18/2023,SF,Finished,1,200333,Miomir Kecmanovic,33,-298,match,0,1,WIN,12,14,0.857,3,15,0.2,15,29,0.517,5,0.056,1,0.011,90,61,0.678,43,112,0.384,104,202,0.515,0.622,39,56,0.696,22,34,0.647,4,6,0.667,3,6,0.5,19,67,0.284,24,45,0.533,4,5
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-025,02/18/2023,SF,Finished,2,200076,Radu Albot,113,222,match,0,1,LOSE,12,15,0.8,2,14,0.143,14,29,0.483,3,0.027,8,0.071,112,69,0.616,29,90,0.322,98,202,0.485,0.598,48,67,0.716,21,45,0.467,3,6,0.5,2,6,0.333,17,56,0.304,12,34,0.353,3,8
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-026,02/19/2023,SF,Finished,1,200145,Taylor Fritz,7,-330,match,0,1,WIN,9,11,0.818,3,10,0.3,12,21,0.571,9,0.127,1,0.014,71,47,0.662,25,61,0.41,72,132,0.545,0.577,34,41,0.829,13,30,0.433,4,6,0.667,3,6,0.5,11,38,0.289,14,23,0.609,5,10
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-026,02/19/2023,SF,Finished,2,200317,Mackenzie Mcdonald,56,244,match,0,1,LOSE,7,10,0.7,2,11,0.182,9,21,0.429,6,0.098,2,0.033,61,36,0.59,24,71,0.338,60,132,0.455,0.623,27,38,0.711,9,23,0.391,3,6,0.5,2,6,0.333,7,41,0.171,17,30,0.567,3,6
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-027,02/19/2023,F,Finished,1,200145,Taylor Fritz,7,-350,match,0,1,WIN,12,13,0.923,5,13,0.385,17,26,0.654,10,0.147,0,0,68,51,0.75,41,91,0.451,92,159,0.579,0.544,35,37,0.946,16,31,0.516,0,1,0,5,9,0.556,16,49,0.327,25,42,0.595,7,7
Tennis Stats 2023 ATP Season,2023-219,Delray Beach,2023,02/13/2023,m,28,Hard,Outdoor,3,2023-219-027,02/19/2023,F,Finished,2,200333,Miomir Kecmanovic,33,262,match,0,1,LOSE,8,13,0.615,1,13,0.077,9,26,0.346,6,0.066,3,0.033,91,50,0.549,17,68,0.25,67,159,0.421,0.538,33,49,0.673,17,42,0.405,4,9,0.444,1,1,1,2,37,0.054,15,31,0.484,3,6
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-001,02/13/2023,R32,Finished,1,200016,David Goffin,41,-147,match,0,2,LOSE,4,9,0.444,2,9,0.222,6,18,0.333,4,0.059,0,0,68,33,0.485,21,62,0.339,54,130,0.415,0.632,27,43,0.628,6,25,0.24,7,12,0.583,2,5,0.4,10,39,0.256,11,23,0.478,2,4
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-001,02/13/2023,R32,Finished,2,200158,Gregoire Barrere,71,115,match,0,2,WIN,7,9,0.778,5,9,0.556,12,18,0.667,0,0,1,0.016,62,41,0.661,35,68,0.515,76,130,0.585,0.629,29,39,0.744,12,23,0.522,3,5,0.6,5,12,0.417,16,43,0.372,19,25,0.76,6,7
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-002,02/13/2023,R32,Finished,1,200024,Grigor Dimitrov,28,-272,match,0,1,WIN,8,8,1,4,8,0.5,12,16,0.75,7,0.175,1,0.025,40,32,0.8,19,38,0.5,51,78,0.654,0.55,21,22,0.955,11,18,0.611,0,0,0,4,5,0.8,7,18,0.389,12,20,0.6,5,11
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-002,02/13/2023,R32,Finished,2,200469,Aslan Karatsev,98,204,match,0,1,LOSE,4,8,0.5,0,8,0,4,16,0.25,1,0.026,2,0.053,38,19,0.5,8,40,0.2,27,78,0.346,0.474,11,18,0.611,8,20,0.4,1,5,0.2,0,0,0,1,22,0.045,7,18,0.389,1,6
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-003,02/13/2023,R32,Finished,1,200039,Richard Gasquet,45,170,match,0,1,WIN,11,14,0.786,3,14,0.214,14,28,0.5,13,0.155,2,0.024,84,53,0.631,39,100,0.39,92,184,0.5,0.583,36,49,0.735,17,35,0.486,5,8,0.625,3,6,0.5,19,62,0.306,20,38,0.526,5,5
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-003,02/13/2023,R32,Finished,2,200114,Pablo Carreno-Busta,16,-226,match,0,1,LOSE,11,14,0.786,3,14,0.214,14,28,0.5,10,0.1,5,0.05,100,61,0.61,31,84,0.369,92,184,0.5,0.62,43,62,0.694,18,38,0.474,3,6,0.5,3,8,0.375,13,49,0.265,18,35,0.514,3,6
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-004,02/13/2023,R32,Finished,1,200092,Stan Wawrinka,130,-133,match,0,1,WIN,11,11,1,1,11,0.091,12,22,0.545,4,0.058,0,0,69,52,0.754,23,73,0.315,75,142,0.528,0.638,37,44,0.841,15,25,0.6,1,1,1,1,3,0.333,8,38,0.211,15,35,0.429,3,5
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-004,02/13/2023,R32,Finished,2,200116,Alexander Bublik,50,103,match,0,1,LOSE,10,11,0.909,0,11,0,10,22,0.455,6,0.082,4,0.055,73,50,0.685,17,69,0.246,67,142,0.472,0.521,30,38,0.789,20,35,0.571,2,3,0.667,0,1,0,7,44,0.159,10,25,0.4,1,5
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-005,02/14/2023,R32,Finished,1,200014,Daniil Medvedev,11,-636,match,0,1,WIN,8,13,0.615,8,13,0.615,16,26,0.615,9,0.111,3,0.037,81,47,0.58,49,92,0.533,96,173,0.555,0.617,34,50,0.68,13,31,0.419,6,11,0.545,8,16,0.5,33,59,0.559,16,33,0.485,5,7
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-005,02/14/2023,R32,Finished,2,200384,Alejandro Davidovich Fokina,31,413,match,0,1,LOSE,5,13,0.385,5,13,0.385,10,26,0.385,1,0.011,3,0.033,92,43,0.467,34,81,0.42,77,173,0.445,0.641,26,59,0.441,17,33,0.515,8,16,0.5,5,11,0.455,16,50,0.32,18,31,0.581,3,6
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-006,02/14/2023,R32,Finished,1,200769,Gijs Brouwer,160,253,match,0,1,WIN,11,11,1,2,10,0.2,13,21,0.619,5,0.076,3,0.045,66,48,0.727,24,63,0.381,72,129,0.558,0.652,36,43,0.837,12,23,0.522,1,1,1,2,5,0.4,13,39,0.333,11,24,0.458,3,6
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-006,02/14/2023,R32,Finished,2,200359,Marc-Andrea Huesler,47,-341,match,0,1,LOSE,8,10,0.8,0,11,0,8,21,0.381,8,0.127,1,0.016,63,39,0.619,18,66,0.273,57,129,0.442,0.619,26,39,0.667,13,24,0.542,3,5,0.6,0,1,0,7,43,0.163,11,23,0.478,1,4
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-007,02/14/2023,R32,Finished,1,200339,Hubert Hurkacz,10,-161,match,0,1,WIN,16,18,0.889,3,18,0.167,19,36,0.528,26,0.228,5,0.044,114,78,0.684,46,127,0.362,124,241,0.515,0.64,55,73,0.753,23,41,0.561,1,3,0.333,3,9,0.333,32,92,0.348,14,35,0.4,3,6
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-007,02/14/2023,R32,Finished,2,200096,Roberto Bautista-Agut,24,125,match,0,1,LOSE,15,18,0.833,2,18,0.111,17,36,0.472,2,0.016,3,0.024,127,81,0.638,36,114,0.316,117,241,0.485,0.724,60,92,0.652,21,35,0.6,6,9,0.667,2,3,0.667,18,73,0.247,18,41,0.439,3,6
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-008,02/14/2023,R32,Finished,1,200319,Lorenzo Sonego,60,236,match,0,2,LOSE,5,8,0.625,0,9,0,5,17,0.294,1,0.024,1,0.024,42,23,0.548,16,55,0.291,39,97,0.402,0.667,18,28,0.643,5,14,0.357,0,3,0,0,2,0,5,35,0.143,11,20,0.55,1,4
Tennis Stats 2023 ATP Season,2023-220,Rotterdam,2023,02/13/2023,m,32,Hard,Indoor,3,2023-220-008,02/14/2023,R32,Finished,2,200327,Felix Auger Aliassime,8,-315,match,0,2,WIN,9,9,1,3,8,0.375,12,17,0.706,13,0.236,3,0.055,55,39,0.709,19,42,0.452,58,97,0.598,0.636,30,35,0.857,9,20,0.45,2,2,1,3,3,1,10,28,0.357,9,14,0.643,5,8
